Date,Source,Site ID,POC,Daily Mean PM2.5 Concentration,UNITS,DAILY_AQI_VALUE,Site Name,DAILY_OBS_COUNT,PERCENT_COMPLETE,AQS_PARAMETER_CODE,AQS_PARAMETER_DESC,CBSA_CODE,CBSA_NAME,STATE_CODE,STATE,COUNTY_CODE,COUNTY,SITE_LATITUDE,SITE_LONGITUDE
1/1/2023,AQS,40130019,3,68.4,ug/m3 LC,158,WEST PHOENIX,1,100,88101,PM2.5 - Local Conditions,38060,"Phoenix-Mesa-Scottsdale, AZ",4,Arizona,13,Maricopa,33.48378,-112.14256
1/2/2023,AQS,40130019,3,5.7,ug/m3 LC,24,WEST PHOENIX,1,100,88101,PM2.5 - Local Conditions,38060,"Phoenix-Mesa-Scottsdale, AZ",4,Arizona,13,Maricopa,33.48378,-112.14256
1/3/2023,AQS,40130019,3,7.1,ug/m3 LC,30,WEST PHOENIX,1,100,88101,PM2.5 - Local Conditions,38060,"Phoenix-Mesa-Scottsdale, AZ",4,Arizona,13,Maricopa,33.48378,-112.14256
1/4/2023,AQS,40130019,3,9.7,ug/m3 LC,40,WEST PHOENIX,1,100,88101,PM2.5 - Local Conditions,38060,"Phoenix-Mesa-Scottsdale, AZ",4,Arizona,13,Maricopa,33.48378,-112.14256
1/5/2023,AQS,40130019,3,12.5,ug/m3 LC,52,WEST PHOENIX,1,100,88101,PM2.5 - Local Conditions,38060,"Phoenix-Mesa-Scottsdale, AZ",4,Arizona,13,Maricopa,33.48378,-112.14256
1/6/2023,AQS,40130019,3,22.3,ug/m3 LC,72,WEST PHOENIX,1,100,88101,PM2.5 - Local Conditions,38060,"Phoenix-Mesa-Scottsdale, AZ",4,Arizona,13,Maricopa,33.48378,-112.14256
1/7/2023,AQS,40130019,3,33,ug/m3 LC,95,WEST PHOENIX,1,100,88101,PM2.5 - Local Conditions,38060,"Phoenix-Mesa-Scottsdale, AZ",4,Arizona,13,Maricopa,33.48378,-112.14256
1/8/2023,AQS,40130019,3,27.1,ug/m3 LC,83,WEST PHOENIX,1,100,88101,PM2.5 - Local Conditions,38060,"Phoenix-Mesa-Scottsdale, AZ",4,Arizona,13,Maricopa,33.48378,-112.14256
1/9/2023,AQS,40130019,3,26.3,ug/m3 LC,81,WEST PHOENIX,1,100,88101,PM2.5 - Local Conditions,38060,"Phoenix-Mesa-Scottsdale, AZ",4,Arizona,13,Maricopa,33.48378,-112.14256
1/10/2023,AQS,40130019,3,14,ug/m3 LC,55,WEST PHOENIX,1,100,88101,PM2.5 - Local Conditions,38060,"Phoenix-Mesa-Scottsdale, AZ",4,Arizona,13,Maricopa,33.48378,-112.14256
1/11/2023,AQS,40130019,3,8.9,ug/m3 LC,37,WEST PHOENIX,1,100,88101,PM2.5 - Local Conditions,38060,"Phoenix-Mesa-Scottsdale, AZ",4,Arizona,13,Maricopa,33.48378,-112.14256
1/12/2023,AQS,40130019,3,18,ug/m3 LC,63,WEST PHOENIX,1,100,88101,PM2.5 - Local Conditions,38060,"Phoenix-Mesa-Scottsdale, AZ",4,Arizona,13,Maricopa,33.48378,-112.14256
1/13/2023,AQS,40130019,3,18.2,ug/m3 LC,64,WEST PHOENIX,1,100,88101,PM2.5 - Local Conditions,38060,"Phoenix-Mesa-Scottsdale, AZ",4,Arizona,13,Maricopa,33.48378,-112.14256
1/14/2023,AQS,40130019,3,31.7,ug/m3 LC,92,WEST PHOENIX,1,100,88101,PM2.5 - Local Conditions,38060,"Phoenix-Mesa-Scottsdale, AZ",4,Arizona,13,Maricopa,33.48378,-112.14256
1/15/2023,AQS,40130019,3,10.2,ug/m3 LC,43,WEST PHOENIX,1,100,88101,PM2.5 - Local Conditions,38060,"Phoenix-Mesa-Scottsdale, AZ",4,Arizona,13,Maricopa,33.48378,-112.14256
1/16/2023,AQS,40130019,3,5.1,ug/m3 LC,21,WEST PHOENIX,1,100,88101,PM2.5 - Local Conditions,38060,"Phoenix-Mesa-Scottsdale, AZ",4,Arizona,13,Maricopa,33.48378,-112.14256
1/17/2023,AQS,40130019,3,3,ug/m3 LC,13,WEST PHOENIX,1,100,88101,PM2.5 - Local Conditions,38060,"Phoenix-Mesa-Scottsdale, AZ",4,Arizona,13,Maricopa,33.48378,-112.14256
1/18/2023,AQS,40130019,3,26.9,ug/m3 LC,82,WEST PHOENIX,1,100,88101,PM2.5 - Local Conditions,38060,"Phoenix-Mesa-Scottsdale, AZ",4,Arizona,13,Maricopa,33.48378,-112.14256
1/19/2023,AQS,40130019,3,17.7,ug/m3 LC,63,WEST PHOENIX,1,100,88101,PM2.5 - Local Conditions,38060,"Phoenix-Mesa-Scottsdale, AZ",4,Arizona,13,Maricopa,33.48378,-112.14256
1/20/2023,AQS,40130019,3,8.8,ug/m3 LC,37,WEST PHOENIX,1,100,88101,PM2.5 - Local Conditions,38060,"Phoenix-Mesa-Scottsdale, AZ",4,Arizona,13,Maricopa,33.48378,-112.14256
1/21/2023,AQS,40130019,3,15.1,ug/m3 LC,57,WEST PHOENIX,1,100,88101,PM2.5 - Local Conditions,38060,"Phoenix-Mesa-Scottsdale, AZ",4,Arizona,13,Maricopa,33.48378,-112.14256
1/22/2023,AQS,40130019,3,24.7,ug/m3 LC,77,WEST PHOENIX,1,100,88101,PM2.5 - Local Conditions,38060,"Phoenix-Mesa-Scottsdale, AZ",4,Arizona,13,Maricopa,33.48378,-112.14256
1/23/2023,AQS,40130019,3,3.7,ug/m3 LC,15,WEST PHOENIX,1,100,88101,PM2.5 - Local Conditions,38060,"Phoenix-Mesa-Scottsdale, AZ",4,Arizona,13,Maricopa,33.48378,-112.14256
1/24/2023,AQS,40130019,3,11.3,ug/m3 LC,47,WEST PHOENIX,1,100,88101,PM2.5 - Local Conditions,38060,"Phoenix-Mesa-Scottsdale, AZ",4,Arizona,13,Maricopa,33.48378,-112.14256
1/25/2023,AQS,40130019,3,16.1,ug/m3 LC,59,WEST PHOENIX,1,100,88101,PM2.5 - Local Conditions,38060,"Phoenix-Mesa-Scottsdale, AZ",4,Arizona,13,Maricopa,33.48378,-112.14256
1/26/2023,AQS,40130019,3,6.6,ug/m3 LC,28,WEST PHOENIX,1,100,88101,PM2.5 - Local Conditions,38060,"Phoenix-Mesa-Scottsdale, AZ",4,Arizona,13,Maricopa,33.48378,-112.14256
1/27/2023,AQS,40130019,3,13.4,ug/m3 LC,54,WEST PHOENIX,1,100,88101,PM2.5 - Local Conditions,38060,"Phoenix-Mesa-Scottsdale, AZ",4,Arizona,13,Maricopa,33.48378,-112.14256
1/28/2023,AQS,40130019,3,22.7,ug/m3 LC,73,WEST PHOENIX,1,100,88101,PM2.5 - Local Conditions,38060,"Phoenix-Mesa-Scottsdale, AZ",4,Arizona,13,Maricopa,33.48378,-112.14256
1/29/2023,AQS,40130019,3,15.1,ug/m3 LC,57,WEST PHOENIX,1,100,88101,PM2.5 - Local Conditions,38060,"Phoenix-Mesa-Scottsdale, AZ",4,Arizona,13,Maricopa,33.48378,-112.14256
1/30/2023,AQS,40130019,3,7.5,ug/m3 LC,31,WEST PHOENIX,1,100,88101,PM2.5 - Local Conditions,38060,"Phoenix-Mesa-Scottsdale, AZ",4,Arizona,13,Maricopa,33.48378,-112.14256
1/31/2023,AQS,40130019,3,9.5,ug/m3 LC,40,WEST PHOENIX,1,100,88101,PM2.5 - Local Conditions,38060,"Phoenix-Mesa-Scottsdale, AZ",4,Arizona,13,Maricopa,33.48378,-112.14256
2/1/2023,AQS,40130019,3,10.1,ug/m3 LC,42,WEST PHOENIX,1,100,88101,PM2.5 - Local Conditions,38060,"Phoenix-Mesa-Scottsdale, AZ",4,Arizona,13,Maricopa,33.48378,-112.14256
2/2/2023,AQS,40130019,3,16.3,ug/m3 LC,60,WEST PHOENIX,1,100,88101,PM2.5 - Local Conditions,38060,"Phoenix-Mesa-Scottsdale, AZ",4,Arizona,13,Maricopa,33.48378,-112.14256
2/3/2023,AQS,40130019,3,18.6,ug/m3 LC,65,WEST PHOENIX,1,100,88101,PM2.5 - Local Conditions,38060,"Phoenix-Mesa-Scottsdale, AZ",4,Arizona,13,Maricopa,33.48378,-112.14256
2/4/2023,AQS,40130019,3,21.8,ug/m3 LC,71,WEST PHOENIX,1,100,88101,PM2.5 - Local Conditions,38060,"Phoenix-Mesa-Scottsdale, AZ",4,Arizona,13,Maricopa,33.48378,-112.14256
2/5/2023,AQS,40130019,3,22.5,ug/m3 LC,73,WEST PHOENIX,1,100,88101,PM2.5 - Local Conditions,38060,"Phoenix-Mesa-Scottsdale, AZ",4,Arizona,13,Maricopa,33.48378,-112.14256
2/6/2023,AQS,40130019,3,6.5,ug/m3 LC,27,WEST PHOENIX,1,100,88101,PM2.5 - Local Conditions,38060,"Phoenix-Mesa-Scottsdale, AZ",4,Arizona,13,Maricopa,33.48378,-112.14256
2/7/2023,AQS,40130019,3,4,ug/m3 LC,17,WEST PHOENIX,1,100,88101,PM2.5 - Local Conditions,38060,"Phoenix-Mesa-Scottsdale, AZ",4,Arizona,13,Maricopa,33.48378,-112.14256
2/8/2023,AQS,40130019,3,15.3,ug/m3 LC,58,WEST PHOENIX,1,100,88101,PM2.5 - Local Conditions,38060,"Phoenix-Mesa-Scottsdale, AZ",4,Arizona,13,Maricopa,33.48378,-112.14256
2/9/2023,AQS,40130019,3,10.8,ug/m3 LC,45,WEST PHOENIX,1,100,88101,PM2.5 - Local Conditions,38060,"Phoenix-Mesa-Scottsdale, AZ",4,Arizona,13,Maricopa,33.48378,-112.14256
2/10/2023,AQS,40130019,3,2.7,ug/m3 LC,11,WEST PHOENIX,1,100,88101,PM2.5 - Local Conditions,38060,"Phoenix-Mesa-Scottsdale, AZ",4,Arizona,13,Maricopa,33.48378,-112.14256
2/11/2023,AQS,40130019,3,5.9,ug/m3 LC,25,WEST PHOENIX,1,100,88101,PM2.5 - Local Conditions,38060,"Phoenix-Mesa-Scottsdale, AZ",4,Arizona,13,Maricopa,33.48378,-112.14256
2/12/2023,AQS,40130019,3,9,ug/m3 LC,38,WEST PHOENIX,1,100,88101,PM2.5 - Local Conditions,38060,"Phoenix-Mesa-Scottsdale, AZ",4,Arizona,13,Maricopa,33.48378,-112.14256
2/13/2023,AQS,40130019,3,5.9,ug/m3 LC,25,WEST PHOENIX,1,100,88101,PM2.5 - Local Conditions,38060,"Phoenix-Mesa-Scottsdale, AZ",4,Arizona,13,Maricopa,33.48378,-112.14256
2/14/2023,AQS,40130019,3,5.6,ug/m3 LC,23,WEST PHOENIX,1,100,88101,PM2.5 - Local Conditions,38060,"Phoenix-Mesa-Scottsdale, AZ",4,Arizona,13,Maricopa,33.48378,-112.14256
2/15/2023,AQS,40130019,3,4.4,ug/m3 LC,18,WEST PHOENIX,1,100,88101,PM2.5 - Local Conditions,38060,"Phoenix-Mesa-Scottsdale, AZ",4,Arizona,13,Maricopa,33.48378,-112.14256
2/16/2023,AQS,40130019,3,6.1,ug/m3 LC,25,WEST PHOENIX,1,100,88101,PM2.5 - Local Conditions,38060,"Phoenix-Mesa-Scottsdale, AZ",4,Arizona,13,Maricopa,33.48378,-112.14256
2/17/2023,AQS,40130019,3,3.2,ug/m3 LC,13,WEST PHOENIX,1,100,88101,PM2.5 - Local Conditions,38060,"Phoenix-Mesa-Scottsdale, AZ",4,Arizona,13,Maricopa,33.48378,-112.14256
2/18/2023,AQS,40130019,3,10.2,ug/m3 LC,43,WEST PHOENIX,1,100,88101,PM2.5 - Local Conditions,38060,"Phoenix-Mesa-Scottsdale, AZ",4,Arizona,13,Maricopa,33.48378,-112.14256
2/19/2023,AQS,40130019,3,15.8,ug/m3 LC,59,WEST PHOENIX,1,100,88101,PM2.5 - Local Conditions,38060,"Phoenix-Mesa-Scottsdale, AZ",4,Arizona,13,Maricopa,33.48378,-112.14256
2/20/2023,AQS,40130019,3,10.4,ug/m3 LC,43,WEST PHOENIX,1,100,88101,PM2.5 - Local Conditions,38060,"Phoenix-Mesa-Scottsdale, AZ",4,Arizona,13,Maricopa,33.48378,-112.14256
2/21/2023,AQS,40130019,3,5.6,ug/m3 LC,23,WEST PHOENIX,1,100,88101,PM2.5 - Local Conditions,38060,"Phoenix-Mesa-Scottsdale, AZ",4,Arizona,13,Maricopa,33.48378,-112.14256
2/22/2023,AQS,40130019,3,8.2,ug/m3 LC,34,WEST PHOENIX,1,100,88101,PM2.5 - Local Conditions,38060,"Phoenix-Mesa-Scottsdale, AZ",4,Arizona,13,Maricopa,33.48378,-112.14256
2/23/2023,AQS,40130019,3,3.5,ug/m3 LC,15,WEST PHOENIX,1,100,88101,PM2.5 - Local Conditions,38060,"Phoenix-Mesa-Scottsdale, AZ",4,Arizona,13,Maricopa,33.48378,-112.14256
2/24/2023,AQS,40130019,3,4.6,ug/m3 LC,19,WEST PHOENIX,1,100,88101,PM2.5 - Local Conditions,38060,"Phoenix-Mesa-Scottsdale, AZ",4,Arizona,13,Maricopa,33.48378,-112.14256
2/25/2023,AQS,40130019,3,6.6,ug/m3 LC,28,WEST PHOENIX,1,100,88101,PM2.5 - Local Conditions,38060,"Phoenix-Mesa-Scottsdale, AZ",4,Arizona,13,Maricopa,33.48378,-112.14256
2/26/2023,AQS,40130019,3,1.9,ug/m3 LC,8,WEST PHOENIX,1,100,88101,PM2.5 - Local Conditions,38060,"Phoenix-Mesa-Scottsdale, AZ",4,Arizona,13,Maricopa,33.48378,-112.14256
2/27/2023,AQS,40130019,3,7.2,ug/m3 LC,30,WEST PHOENIX,1,100,88101,PM2.5 - Local Conditions,38060,"Phoenix-Mesa-Scottsdale, AZ",4,Arizona,13,Maricopa,33.48378,-112.14256
2/28/2023,AQS,40130019,3,6.7,ug/m3 LC,28,WEST PHOENIX,1,100,88101,PM2.5 - Local Conditions,38060,"Phoenix-Mesa-Scottsdale, AZ",4,Arizona,13,Maricopa,33.48378,-112.14256
3/1/2023,AQS,40130019,3,2.1,ug/m3 LC,9,WEST PHOENIX,1,100,88101,PM2.5 - Local Conditions,38060,"Phoenix-Mesa-Scottsdale, AZ",4,Arizona,13,Maricopa,33.48378,-112.14256
3/2/2023,AQS,40130019,3,4.9,ug/m3 LC,20,WEST PHOENIX,1,100,88101,PM2.5 - Local Conditions,38060,"Phoenix-Mesa-Scottsdale, AZ",4,Arizona,13,Maricopa,33.48378,-112.14256
3/3/2023,AQS,40130019,3,13.6,ug/m3 LC,54,WEST PHOENIX,1,100,88101,PM2.5 - Local Conditions,38060,"Phoenix-Mesa-Scottsdale, AZ",4,Arizona,13,Maricopa,33.48378,-112.14256
3/4/2023,AQS,40130019,3,11.7,ug/m3 LC,49,WEST PHOENIX,1,100,88101,PM2.5 - Local Conditions,38060,"Phoenix-Mesa-Scottsdale, AZ",4,Arizona,13,Maricopa,33.48378,-112.14256
3/5/2023,AQS,40130019,3,10.9,ug/m3 LC,45,WEST PHOENIX,1,100,88101,PM2.5 - Local Conditions,38060,"Phoenix-Mesa-Scottsdale, AZ",4,Arizona,13,Maricopa,33.48378,-112.14256
3/6/2023,AQS,40130019,3,8,ug/m3 LC,33,WEST PHOENIX,1,100,88101,PM2.5 - Local Conditions,38060,"Phoenix-Mesa-Scottsdale, AZ",4,Arizona,13,Maricopa,33.48378,-112.14256
3/7/2023,AQS,40130019,3,10.7,ug/m3 LC,45,WEST PHOENIX,1,100,88101,PM2.5 - Local Conditions,38060,"Phoenix-Mesa-Scottsdale, AZ",4,Arizona,13,Maricopa,33.48378,-112.14256
3/8/2023,AQS,40130019,3,11.9,ug/m3 LC,50,WEST PHOENIX,1,100,88101,PM2.5 - Local Conditions,38060,"Phoenix-Mesa-Scottsdale, AZ",4,Arizona,13,Maricopa,33.48378,-112.14256
3/9/2023,AQS,40130019,3,14.2,ug/m3 LC,55,WEST PHOENIX,1,100,88101,PM2.5 - Local Conditions,38060,"Phoenix-Mesa-Scottsdale, AZ",4,Arizona,13,Maricopa,33.48378,-112.14256
3/10/2023,AQS,40130019,3,8.3,ug/m3 LC,35,WEST PHOENIX,1,100,88101,PM2.5 - Local Conditions,38060,"Phoenix-Mesa-Scottsdale, AZ",4,Arizona,13,Maricopa,33.48378,-112.14256
3/11/2023,AQS,40130019,3,3.9,ug/m3 LC,16,WEST PHOENIX,1,100,88101,PM2.5 - Local Conditions,38060,"Phoenix-Mesa-Scottsdale, AZ",4,Arizona,13,Maricopa,33.48378,-112.14256
3/12/2023,AQS,40130019,3,5.8,ug/m3 LC,24,WEST PHOENIX,1,100,88101,PM2.5 - Local Conditions,38060,"Phoenix-Mesa-Scottsdale, AZ",4,Arizona,13,Maricopa,33.48378,-112.14256
3/13/2023,AQS,40130019,3,6,ug/m3 LC,25,WEST PHOENIX,1,100,88101,PM2.5 - Local Conditions,38060,"Phoenix-Mesa-Scottsdale, AZ",4,Arizona,13,Maricopa,33.48378,-112.14256
3/14/2023,AQS,40130019,3,5.5,ug/m3 LC,23,WEST PHOENIX,1,100,88101,PM2.5 - Local Conditions,38060,"Phoenix-Mesa-Scottsdale, AZ",4,Arizona,13,Maricopa,33.48378,-112.14256
3/15/2023,AQS,40130019,3,5.7,ug/m3 LC,24,WEST PHOENIX,1,100,88101,PM2.5 - Local Conditions,38060,"Phoenix-Mesa-Scottsdale, AZ",4,Arizona,13,Maricopa,33.48378,-112.14256
3/16/2023,AQS,40130019,3,5.6,ug/m3 LC,23,WEST PHOENIX,1,100,88101,PM2.5 - Local Conditions,38060,"Phoenix-Mesa-Scottsdale, AZ",4,Arizona,13,Maricopa,33.48378,-112.14256
3/17/2023,AQS,40130019,3,7.2,ug/m3 LC,30,WEST PHOENIX,1,100,88101,PM2.5 - Local Conditions,38060,"Phoenix-Mesa-Scottsdale, AZ",4,Arizona,13,Maricopa,33.48378,-112.14256
3/18/2023,AQS,40130019,3,5.5,ug/m3 LC,23,WEST PHOENIX,1,100,88101,PM2.5 - Local Conditions,38060,"Phoenix-Mesa-Scottsdale, AZ",4,Arizona,13,Maricopa,33.48378,-112.14256
3/19/2023,AQS,40130019,3,5,ug/m3 LC,21,WEST PHOENIX,1,100,88101,PM2.5 - Local Conditions,38060,"Phoenix-Mesa-Scottsdale, AZ",4,Arizona,13,Maricopa,33.48378,-112.14256
3/20/2023,AQS,40130019,3,6.3,ug/m3 LC,26,WEST PHOENIX,1,100,88101,PM2.5 - Local Conditions,38060,"Phoenix-Mesa-Scottsdale, AZ",4,Arizona,13,Maricopa,33.48378,-112.14256
3/21/2023,AQS,40130019,3,3.3,ug/m3 LC,14,WEST PHOENIX,1,100,88101,PM2.5 - Local Conditions,38060,"Phoenix-Mesa-Scottsdale, AZ",4,Arizona,13,Maricopa,33.48378,-112.14256
3/22/2023,AQS,40130019,3,3.4,ug/m3 LC,14,WEST PHOENIX,1,100,88101,PM2.5 - Local Conditions,38060,"Phoenix-Mesa-Scottsdale, AZ",4,Arizona,13,Maricopa,33.48378,-112.14256
3/23/2023,AQS,40130019,3,5.8,ug/m3 LC,24,WEST PHOENIX,1,100,88101,PM2.5 - Local Conditions,38060,"Phoenix-Mesa-Scottsdale, AZ",4,Arizona,13,Maricopa,33.48378,-112.14256
3/24/2023,AQS,40130019,3,4.8,ug/m3 LC,20,WEST PHOENIX,1,100,88101,PM2.5 - Local Conditions,38060,"Phoenix-Mesa-Scottsdale, AZ",4,Arizona,13,Maricopa,33.48378,-112.14256
3/25/2023,AQS,40130019,3,8.8,ug/m3 LC,37,WEST PHOENIX,1,100,88101,PM2.5 - Local Conditions,38060,"Phoenix-Mesa-Scottsdale, AZ",4,Arizona,13,Maricopa,33.48378,-112.14256
3/26/2023,AQS,40130019,3,4.4,ug/m3 LC,18,WEST PHOENIX,1,100,88101,PM2.5 - Local Conditions,38060,"Phoenix-Mesa-Scottsdale, AZ",4,Arizona,13,Maricopa,33.48378,-112.14256
3/27/2023,AQS,40130019,3,5,ug/m3 LC,21,WEST PHOENIX,1,100,88101,PM2.5 - Local Conditions,38060,"Phoenix-Mesa-Scottsdale, AZ",4,Arizona,13,Maricopa,33.48378,-112.14256
3/28/2023,AQS,40130019,3,6.7,ug/m3 LC,28,WEST PHOENIX,1,100,88101,PM2.5 - Local Conditions,38060,"Phoenix-Mesa-Scottsdale, AZ",4,Arizona,13,Maricopa,33.48378,-112.14256
3/29/2023,AQS,40130019,3,7.4,ug/m3 LC,31,WEST PHOENIX,1,100,88101,PM2.5 - Local Conditions,38060,"Phoenix-Mesa-Scottsdale, AZ",4,Arizona,13,Maricopa,33.48378,-112.14256
3/30/2023,AQS,40130019,3,2.5,ug/m3 LC,10,WEST PHOENIX,1,100,88101,PM2.5 - Local Conditions,38060,"Phoenix-Mesa-Scottsdale, AZ",4,Arizona,13,Maricopa,33.48378,-112.14256
3/31/2023,AQS,40130019,3,6,ug/m3 LC,25,WEST PHOENIX,1,100,88101,PM2.5 - Local Conditions,38060,"Phoenix-Mesa-Scottsdale, AZ",4,Arizona,13,Maricopa,33.48378,-112.14256
4/1/2023,AirNow,40130019,3,12.4,ug/m3 LC,52,WEST PHOENIX,1,100,88101,PM2.5 - Local Conditions,38060,"Phoenix-Mesa-Scottsdale, AZ",4,Arizona,13,Maricopa,33.48378,-112.14256
4/2/2023,AirNow,40130019,3,6.1,ug/m3 LC,25,WEST PHOENIX,1,100,88101,PM2.5 - Local Conditions,38060,"Phoenix-Mesa-Scottsdale, AZ",4,Arizona,13,Maricopa,33.48378,-112.14256
4/3/2023,AirNow,40130019,3,12.9,ug/m3 LC,53,WEST PHOENIX,1,100,88101,PM2.5 - Local Conditions,38060,"Phoenix-Mesa-Scottsdale, AZ",4,Arizona,13,Maricopa,33.48378,-112.14256
4/4/2023,AirNow,40130019,3,11.6,ug/m3 LC,48,WEST PHOENIX,1,100,88101,PM2.5 - Local Conditions,38060,"Phoenix-Mesa-Scottsdale, AZ",4,Arizona,13,Maricopa,33.48378,-112.14256
4/5/2023,AirNow,40130019,3,3.6,ug/m3 LC,15,WEST PHOENIX,1,100,88101,PM2.5 - Local Conditions,38060,"Phoenix-Mesa-Scottsdale, AZ",4,Arizona,13,Maricopa,33.48378,-112.14256
4/6/2023,AirNow,40130019,3,5.9,ug/m3 LC,25,WEST PHOENIX,1,100,88101,PM2.5 - Local Conditions,38060,"Phoenix-Mesa-Scottsdale, AZ",4,Arizona,13,Maricopa,33.48378,-112.14256
4/7/2023,AirNow,40130019,3,10,ug/m3 LC,42,WEST PHOENIX,1,100,88101,PM2.5 - Local Conditions,38060,"Phoenix-Mesa-Scottsdale, AZ",4,Arizona,13,Maricopa,33.48378,-112.14256
4/8/2023,AirNow,40130019,3,11,ug/m3 LC,46,WEST PHOENIX,1,100,88101,PM2.5 - Local Conditions,38060,"Phoenix-Mesa-Scottsdale, AZ",4,Arizona,13,Maricopa,33.48378,-112.14256
4/9/2023,AirNow,40130019,3,11.8,ug/m3 LC,49,WEST PHOENIX,1,100,88101,PM2.5 - Local Conditions,38060,"Phoenix-Mesa-Scottsdale, AZ",4,Arizona,13,Maricopa,33.48378,-112.14256
4/10/2023,AirNow,40130019,3,11,ug/m3 LC,46,WEST PHOENIX,1,100,88101,PM2.5 - Local Conditions,38060,"Phoenix-Mesa-Scottsdale, AZ",4,Arizona,13,Maricopa,33.48378,-112.14256
4/11/2023,AirNow,40130019,3,8.9,ug/m3 LC,37,WEST PHOENIX,1,100,88101,PM2.5 - Local Conditions,38060,"Phoenix-Mesa-Scottsdale, AZ",4,Arizona,13,Maricopa,33.48378,-112.14256
4/12/2023,AirNow,40130019,3,5.5,ug/m3 LC,23,WEST PHOENIX,1,100,88101,PM2.5 - Local Conditions,38060,"Phoenix-Mesa-Scottsdale, AZ",4,Arizona,13,Maricopa,33.48378,-112.14256
4/13/2023,AirNow,40130019,3,4.9,ug/m3 LC,20,WEST PHOENIX,1,100,88101,PM2.5 - Local Conditions,38060,"Phoenix-Mesa-Scottsdale, AZ",4,Arizona,13,Maricopa,33.48378,-112.14256
4/14/2023,AirNow,40130019,3,6,ug/m3 LC,25,WEST PHOENIX,1,100,88101,PM2.5 - Local Conditions,38060,"Phoenix-Mesa-Scottsdale, AZ",4,Arizona,13,Maricopa,33.48378,-112.14256
4/15/2023,AirNow,40130019,3,11.3,ug/m3 LC,47,WEST PHOENIX,1,100,88101,PM2.5 - Local Conditions,38060,"Phoenix-Mesa-Scottsdale, AZ",4,Arizona,13,Maricopa,33.48378,-112.14256
4/16/2023,AirNow,40130019,3,12.8,ug/m3 LC,52,WEST PHOENIX,1,100,88101,PM2.5 - Local Conditions,38060,"Phoenix-Mesa-Scottsdale, AZ",4,Arizona,13,Maricopa,33.48378,-112.14256
4/17/2023,AirNow,40130019,3,13.7,ug/m3 LC,54,WEST PHOENIX,1,100,88101,PM2.5 - Local Conditions,38060,"Phoenix-Mesa-Scottsdale, AZ",4,Arizona,13,Maricopa,33.48378,-112.14256
4/18/2023,AirNow,40130019,3,7,ug/m3 LC,29,WEST PHOENIX,1,100,88101,PM2.5 - Local Conditions,38060,"Phoenix-Mesa-Scottsdale, AZ",4,Arizona,13,Maricopa,33.48378,-112.14256
4/19/2023,AirNow,40130019,3,9.4,ug/m3 LC,39,WEST PHOENIX,1,100,88101,PM2.5 - Local Conditions,38060,"Phoenix-Mesa-Scottsdale, AZ",4,Arizona,13,Maricopa,33.48378,-112.14256
4/20/2023,AirNow,40130019,3,8.2,ug/m3 LC,34,WEST PHOENIX,1,100,88101,PM2.5 - Local Conditions,38060,"Phoenix-Mesa-Scottsdale, AZ",4,Arizona,13,Maricopa,33.48378,-112.14256
4/21/2023,AirNow,40130019,3,7.6,ug/m3 LC,32,WEST PHOENIX,1,100,88101,PM2.5 - Local Conditions,38060,"Phoenix-Mesa-Scottsdale, AZ",4,Arizona,13,Maricopa,33.48378,-112.14256
4/22/2023,AirNow,40130019,3,5.4,ug/m3 LC,23,WEST PHOENIX,1,100,88101,PM2.5 - Local Conditions,38060,"Phoenix-Mesa-Scottsdale, AZ",4,Arizona,13,Maricopa,33.48378,-112.14256
4/23/2023,AirNow,40130019,3,4.3,ug/m3 LC,18,WEST PHOENIX,1,100,88101,PM2.5 - Local Conditions,38060,"Phoenix-Mesa-Scottsdale, AZ",4,Arizona,13,Maricopa,33.48378,-112.14256
4/24/2023,AirNow,40130019,3,5.3,ug/m3 LC,22,WEST PHOENIX,1,100,88101,PM2.5 - Local Conditions,38060,"Phoenix-Mesa-Scottsdale, AZ",4,Arizona,13,Maricopa,33.48378,-112.14256
4/25/2023,AirNow,40130019,3,5.3,ug/m3 LC,22,WEST PHOENIX,1,100,88101,PM2.5 - Local Conditions,38060,"Phoenix-Mesa-Scottsdale, AZ",4,Arizona,13,Maricopa,33.48378,-112.14256
4/26/2023,AirNow,40130019,3,3.2,ug/m3 LC,13,WEST PHOENIX,1,100,88101,PM2.5 - Local Conditions,38060,"Phoenix-Mesa-Scottsdale, AZ",4,Arizona,13,Maricopa,33.48378,-112.14256
4/27/2023,AirNow,40130019,3,6.1,ug/m3 LC,25,WEST PHOENIX,1,100,88101,PM2.5 - Local Conditions,38060,"Phoenix-Mesa-Scottsdale, AZ",4,Arizona,13,Maricopa,33.48378,-112.14256
4/28/2023,AirNow,40130019,3,6.1,ug/m3 LC,25,WEST PHOENIX,1,100,88101,PM2.5 - Local Conditions,38060,"Phoenix-Mesa-Scottsdale, AZ",4,Arizona,13,Maricopa,33.48378,-112.14256
4/29/2023,AirNow,40130019,3,8.8,ug/m3 LC,37,WEST PHOENIX,1,100,88101,PM2.5 - Local Conditions,38060,"Phoenix-Mesa-Scottsdale, AZ",4,Arizona,13,Maricopa,33.48378,-112.14256
4/30/2023,AirNow,40130019,3,8.5,ug/m3 LC,35,WEST PHOENIX,1,100,88101,PM2.5 - Local Conditions,38060,"Phoenix-Mesa-Scottsdale, AZ",4,Arizona,13,Maricopa,33.48378,-112.14256
